date,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming
2020-03-14,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0
2020-03-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0
2020-03-16,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
2020-03-17,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0
2020-03-18,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
2020-03-19,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,1.0,9.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,14.0,0.0,0.0,0.0
2020-03-20,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,1.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,23.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,8.0,0.0,3.0,0.0
2020-03-21,0.0,0.0,1.0,0.0,4.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,4.0,0.0,1.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,5.0,0.0,9.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,1.0,0.0
2020-03-22,0.0,0.0,1.0,0.0,3.0,1.0,1.0,0.0,0.0,1.0,9.0,0.0,0.0,3.0,2.0,0.0,0.0,1.0,4.0,0.0,1.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,70.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,11.0,0.0,0.0,0.0
2020-03-23,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,1.0,1.0,2.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,14.0,0.0,0.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,7.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,4.0,0.0,2.0,0.0,2.0,3.0,0.0,3.0,3.0,1.0,0.0,1.0,0.0
2020-03-24,0.0,0.0,3.0,0.0,13.0,1.0,2.0,0.0,0.0,4.0,7.0,0.0,0.0,4.0,5.0,0.0,0.0,1.0,12.0,0.0,0.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17.0,0.0,96.0,0.0,0.0,2.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,15.0,0.0,0.0,0.0
2020-03-25,0.0,1.0,1.0,2.0,13.0,4.0,7.0,0.0,0.0,4.0,8.0,0.0,0.0,3.0,2.0,1.0,1.0,0.0,19.0,0.0,1.0,4.0,19.0,0.0,1.0,5.0,0.0,0.0,2.0,0.0,18.0,1.0,75.0,1.0,0.0,2.0,2.0,0.0,4.0,0.0,2.0,0.0,1.0,3.0,0.0,1.0,2.0,13.0,0.0,2.0,0.0
2020-03-26,1.0,0.0,2.0,1.0,12.0,8.0,2.0,1.0,1.0,6.0,8.0,0.0,0.0,7.0,3.0,0.0,0.0,0.0,18.0,0.0,0.0,10.0,17.0,1.0,4.0,0.0,0.0,0.0,4.0,0.0,19.0,0.0,100.0,1.0,0.0,5.0,2.0,3.0,5.0,0.0,2.0,0.0,0.0,6.0,0.0,1.0,4.0,9.0,0.0,1.0,0.0
2020-03-27,2.0,0.0,5.0,0.0,13.0,5.0,6.0,1.0,0.0,6.0,16.0,0.0,3.0,8.0,7.0,2.0,1.0,2.0,36.0,1.0,1.0,10.0,32.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,134.0,1.0,0.0,4.0,1.0,1.0,6.0,0.0,0.0,0.0,3.0,5.0,1.0,1.0,1.0,15.0,0.0,5.0,0.0
2020-03-28,0.0,1.0,2.0,2.0,23.0,7.0,0.0,1.0,1.0,20.0,5.0,0.0,1.0,13.0,7.0,0.0,1.0,2.0,18.0,0.0,0.0,9.0,0.0,1.0,5.0,2.0,1.0,2.0,0.0,1.0,32.0,0.0,209.0,1.0,1.0,6.0,7.0,1.0,12.0,0.0,4.0,0.0,0.0,4.0,0.0,2.0,3.0,28.0,0.0,0.0,0.0
2020-03-29,1.0,0.0,2.0,1.0,22.0,13.0,7.0,3.0,1.0,2.0,11.0,0.0,1.0,18.0,1.0,1.0,1.0,1.0,14.0,2.0,5.0,4.0,40.0,4.0,1.0,0.0,0.0,0.0,4.0,0.0,21.0,1.0,237.0,0.0,0.0,4.0,1.0,0.0,4.0,3.0,3.0,0.0,1.0,7.0,0.0,0.0,5.0,14.0,0.0,0.0,0.0
2020-03-30,2.0,1.0,3.0,1.0,10.0,7.0,2.0,0.0,4.0,7.0,7.0,0.0,1.0,8.0,3.0,2.0,2.0,0.0,34.0,0.0,5.0,8.0,52.0,1.0,2.0,3.0,3.0,0.0,1.0,1.0,37.0,0.0,253.0,2.0,1.0,10.0,1.0,3.0,11.0,1.0,2.0,0.0,6.0,0.0,2.0,0.0,3.0,6.0,1.0,1.0,0.0
2020-03-31,7.0,0.0,4.0,1.0,20.0,0.0,33.0,4.0,0.0,14.0,24.0,0.0,1.0,26.0,14.0,1.0,1.0,2.0,54.0,2.0,3.0,33.0,75.0,2.0,4.0,1.0,0.0,1.0,2.0,0.0,69.0,2.0,332.0,2.0,1.0,16.0,6.0,2.0,14.0,4.0,4.0,0.0,10.0,7.0,1.0,1.0,2.0,0.0,0.0,2.0,0.0
2020-04-01,13.0,0.0,5.0,2.0,18.0,18.0,16.0,1.0,2.0,10.0,28.0,1.0,2.0,42.0,16.0,2.0,1.0,6.0,34.0,2.0,13.0,33.0,78.0,5.0,2.0,4.0,1.0,1.0,9.0,1.0,88.0,1.0,391.0,2.0,0.0,10.0,7.0,0.0,11.0,2.0,4.0,1.0,1.0,17.0,2.0,3.0,7.0,29.0,0.0,8.0,0.0
2020-04-02,6.0,0.0,3.0,2.0,32.0,11.0,27.0,1.0,1.0,41.0,24.0,0.0,0.0,16.0,13.0,2.0,3.0,3.0,37.0,0.0,5.0,32.0,80.0,1.0,4.0,1.0,0.0,1.0,12.0,0.0,182.0,1.0,432.0,6.0,0.0,16.0,4.0,1.0,16.0,2.0,5.0,0.0,8.0,12.0,0.0,1.0,7.0,23.0,1.0,7.0,0.0
2020-04-03,3.0,0.0,9.0,0.0,34.0,17.0,19.0,2.0,3.0,35.0,21.0,1.0,0.0,53.0,24.0,0.0,4.0,11.0,60.0,2.0,6.0,38.0,62.0,4.0,3.0,0.0,0.0,1.0,5.0,1.0,109.0,1.0,562.0,3.0,0.0,10.0,4.0,2.0,12.0,2.0,0.0,0.0,5.0,20.0,0.0,0.0,5.0,15.0,0.0,6.0,0.0
2020-04-04,8.0,2.0,11.0,2.0,39.0,14.0,34.0,0.0,6.0,28.0,17.0,1.0,1.0,33.0,14.0,3.0,4.0,6.0,39.0,1.0,11.0,24.0,61.0,2.0,6.0,5.0,0.0,0.0,3.0,2.0,200.0,3.0,630.0,5.0,0.0,11.0,4.0,1.0,34.0,3.0,9.0,0.0,6.0,15.0,1.0,3.0,6.0,22.0,0.0,19.0,0.0
2020-04-05,2.0,1.0,12.0,2.0,43.0,15.0,24.0,0.0,1.0,27.0,10.0,1.0,0.0,31.0,11.0,8.0,1.0,3.0,68.0,0.0,14.0,15.0,77.0,5.0,8.0,10.0,1.0,2.0,0.0,2.0,71.0,1.0,594.0,7.0,0.0,17.0,4.0,4.0,14.0,8.0,4.0,0.0,1.0,22.0,0.0,2.0,-1.0,26.0,1.0,12.0,0.0
2020-04-06,5.0,0.0,1.0,0.0,24.0,14.0,17.0,0.0,2.0,18.0,18.0,0.0,0.0,33.0,12.0,3.0,3.0,5.0,35.0,0.0,24.0,29.0,110.0,1.0,8.0,5.0,0.0,0.0,0.0,0.0,86.0,1.0,599.0,2.0,0.0,23.0,5.0,1.0,12.0,2.0,0.0,2.0,21.0,13.0,5.0,1.0,3.0,28.0,1.0,9.0,0.0
2020-04-07,6.0,0.0,8.0,0.0,31.0,10.0,71.0,2.0,-2.0,60.0,100.0,1.0,3.0,73.0,34.0,1.0,2.0,14.0,70.0,2.0,12.0,96.0,118.0,4.0,8.0,14.0,0.0,2.0,12.0,0.0,229.0,0.0,731.0,13.0,1.0,25.0,16.0,2.0,78.0,3.0,7.0,2.0,7.0,14.0,0.0,0.0,9.0,34.0,0.0,15.0,0.0
